
p110.txt,4435868.0,4435868.0,4441213.0,4436591.733333333,4435869.0,1239.685714285754,0.0,0.12049501923862478,0.0163214955900401,15.0,214.0,3.183
p120.txt,6282721.0,6282721.0,6283474.0,6282907.666666667,6282732.0,285.4761904763457,0.0,0.011985252886448403,0.002976417383487186,15.0,217.0,3.972
p130.txt,7880929.5,7880929.5,7900116.5,7884431.433333334,7881695.5,5223.457142857303,0.0,0.2434611298070868,0.044436382789618915,15.0,218.0,4.757
p140.txt,9257162.0,9257162.0,9259949.0,9258378.2,9258059.0,934.2285714285182,0.0,0.03010641922438,0.01313577530564983,15.0,225.0,5.516
p150.txt,1.06243895E7,1.06245935E7,1.06386775E7,1.0631970566666666E7,1.06331865E7,4341.485714285767,0.0019201103272804524,0.13448302135383874,0.07135468819173094,15.0,234.0,6.47
p160.txt,1.4873277E7,1.4873277E7,1.489941E7,1.4879767066666666E7,1.4873472E7,9090.809523809436,0.0,0.1757043857920484,0.04363530646272506,15.0,234.0,7.553
p170.txt,1.6630187E7,1.6630187E7,1.6654408E7,1.6638238533333333E7,1.6638437E7,5191.6761904762,0.0,0.14564478439117973,0.048417976298161886,15.0,241.0,8.675
p180.txt,1.87460315E7,1.87460315E7,1.87489765E7,1.8746653633333333E7,1.87461865E7,755.1904761902988,0.0,0.01570999173878482,0.003318035606629595,15.0,239.0,9.585
p190.txt,2.4453272E7,2.4454399E7,2.4466531E7,2.4457198133333333E7,2.4456545E7,2324.028571428465,0.004608790185624239,0.054221782671864935,0.01605511115240529,15.0,248.0,10.368
p200.txt,2.74826495E7,2.74854325E7,2.75255475E7,2.75059157E7,2.75093825E7,9631.857142857409,0.01012638901500381,0.15609120947381727,0.08465704880455575,15.0,248.0,11.894
p210.txt,2.95120005E7,2.95120005E7,2.95532165E7,2.95240361E7,2.95174695E7,10492.114285714391,0.0,0.13965844165664065,0.04078340944728569,15.0,253.0,13.178
p220.txt,3.73518505E7,3.73518505E7,3.73746265E7,3.73604633E7,3.73623375E7,6358.514285714498,0.0,0.06097689858766167,0.02305909850436995,15.0,254.0,14.379
p230.txt,4.6744886E7,4.6744886E7,4.6841851E7,4.6757798266666666E7,4.6745349E7,23102.780952380173,0.0,0.2074344560386777,0.02762227294767603,15.0,254.0,16.448
p240.txt,4.6717781E7,4.6717898E7,4.6780769E7,4.673129253333333E7,4.6728221E7,10168.057142855865,2.504399770186003E-4,0.13482660916621875,0.028922606576712195,15.0,260.0,17.198
p250.txt,5.45262935E7,5.45303255E7,5.45791605E7,5.454520296666667E7,5.45452205E7,9012.895238095096,0.007394597617386189,0.09695689291625884,0.03467868212975085,15.0,259.0,18.549
p260.txt,6.33003605E7,6.33014925E7,6.33427505E7,6.3312476233333334E7,6.33023765E7,13076.333333333689,0.0017882994521018567,0.06696644326377887,0.019140491308892307,15.0,261.0,20.565
p270.txt,6.89604385E7,6.89604595E7,6.89756365E7,6.89655699E7,6.89665695E7,3519.857142855014,3.045224255643328E-5,0.022038722970127288,0.0074404979312885314,15.0,265.0,22.274
p280.txt,7.3845821E7,7.3845821E7,7.3918486E7,7.387338646666667E7,7.3876383E7,16179.399999999574,0.0,0.09840096435517996,0.037327772413824206,15.0,263.0,24.543
p290.txt,8.62552675E7,8.62555925E7,8.63161755E7,8.628277503333333E7,8.62838375E7,9035.171428571854,3.767885827958275E-4,0.07061365846439466,0.03189138564783884,15.0,266.0,25.981
p300.txt,9.5937735E7,9.5938426E7,9.59565E7,9.594505866666667E7,9.5944224E7,3110.809523811298,7.202588220370222E-4,0.019559561209152997,0.0076341181079582505,15.0,270.0,27.957
