
1.0,2.74826495E7,2.74896075E7,2.75734965E7,2.752735598E7,2.75290095E7,15569.149999999907,0.02531779186719242,0.33056128740425844,0.16266990560717226,25.0,20.0,13.562
10.0,2.74826495E7,2.74826545E7,2.75307515E7,2.750521494E7,2.75041245E7,7441.596666666835,1.81932968289684E-5,0.17502679281340758,0.08210634858913439,25.0,135.0,14.239
20.0,2.74826495E7,2.74826495E7,2.75154695E7,2.749621306E7,2.74974055E7,9059.226666666722,0.0,0.11942080038534857,0.04935477563762547,25.0,266.0,14.047
30.0,2.74826495E7,2.74826495E7,2.75135235E7,2.749554038E7,2.74942095E7,8188.786666666623,0.0,0.11233996925951407,0.046905957884446334,25.0,398.0,13.764
40.0,2.74826495E7,2.74826505E7,2.75085305E7,2.749127278E7,2.74899965E7,5813.100000000249,3.63865936579368E-6,0.09417214304610623,0.0313761597112389,25.0,487.0,13.145
50.0,2.74826495E7,2.74827625E7,2.75084805E7,2.74918905E7,2.74903105E7,6439.0,4.111685083346858E-4,0.09399021007781655,0.033624851199299394,25.0,492.0,9.757
60.0,2.74826495E7,2.74835575E7,2.75104825E7,2.749545306E7,2.74925465E7,9029.366666666387,0.0033039027041406608,0.1012748061281355,0.046589394519622275,25.0,494.0,9.63
70.0,2.74826495E7,2.74855915E7,2.75188975E7,2.749778678E7,2.74958655E7,8425.766666666916,0.010704935854165007,0.1318941246912893,0.055078386820018935,25.0,494.0,9.651
80.0,2.74826495E7,2.74889795E7,2.75111745E7,2.749820926E7,2.74990005E7,4993.509999999932,0.023032713785473995,0.10379275840926472,0.05661753973174966,25.0,494.0,9.708
90.0,2.74826495E7,2.74940685E7,2.75166725E7,2.75043435E7,2.75039295E7,4706.583333333333,0.04154985129799803,0.12379810760239837,0.0789370762815281,25.0,493.0,9.705
100.0,2.74826495E7,2.75024995E7,2.75394125E7,2.752055338E7,2.75198745E7,8885.369999999957,0.07222738841100454,0.20654122158054664,0.13791974460104364,25.0,493.0,9.794
1.0,9.5937735E7,9.5956998E7,9.6197948E7,9.605549108E7,9.6049722E7,52234.18333333296,0.020078647885527004,0.2712311271472065,0.12274210976525556,25.0,25.0,22.856
10.0,9.5937735E7,9.5937735E7,9.6054891E7,9.598232664E7,9.597411E7,26297.110000000026,0.0,0.12211670413107001,0.04648014673266989,25.0,155.0,22.008
20.0,9.5937735E7,9.5938832E7,9.5990198E7,9.595499064E7,9.5950215E7,13080.330000000075,0.0011434499678359094,0.05468442631046064,0.017986666039176348,25.0,296.0,21.827
30.0,9.5937735E7,9.5937735E7,9.6008394E7,9.596250636E7,9.5950237E7,19554.836666666593,0.0,0.07365089450986101,0.025819871607350327,25.0,451.0,21.819
40.0,9.5937735E7,9.5937801E7,9.6022458E7,9.595649468E7,9.5945415E7,15832.433333334824,6.879461976041023E-5,0.08831040257517024,0.01955434949553479,25.0,492.0,21.794
50.0,9.5937735E7,9.593845E7,9.6013315E7,9.595483724E7,9.5945484E7,14781.90333333177,7.452750474044442E-4,0.07878026305290614,0.017826145259735388,25.0,493.0,21.42
60.0,9.5937735E7,9.594226E7,9.6041897E7,9.595955516E7,9.5949331E7,15752.559999998659,0.004716600824482671,0.10857250278005832,0.022743918229881078,25.0,496.0,21.382
70.0,9.5937735E7,9.5952596E7,9.6000065E7,9.596799644E7,9.5961789E7,13406.549999999503,0.015490255216052368,0.06496922196464197,0.031542333160148095,25.0,494.0,21.925
80.0,9.5937735E7,9.5966779E7,9.6042034E7,9.598514912E7,9.5983765E7,11182.233333334327,0.030273802065475065,0.10871530373319736,0.04942163789878925,25.0,496.0,22.251
90.0,9.5937735E7,9.5987852E7,9.6052004E7,9.601152772E7,9.600987E7,14386.196666666618,0.05223909028079514,0.11910746068791388,0.07691759660575684,25.0,495.0,22.11
100.0,9.5937735E7,9.6020714E7,9.6160309E7,9.605245744E7,9.6051314E7,20972.179999999702,0.08649255686513757,0.23199838937202344,0.11957964194172398,25.0,495.0,23.193
